,vendor,merchant,date,n_lines
2456,A,4160,2019-07-27,103
2457,A,4160,2019-07-28,60
2458,A,4160,2019-07-29,41
2459,A,4160,2019-07-30,16
2460,A,4160,2019-07-31,67
2461,A,4160,2019-08-01,62
2462,A,4160,2019-08-02,73
2463,A,4160,2019-08-03,55
2464,A,4160,2019-08-04,79
2465,A,4160,2019-08-05,59
2466,A,4160,2019-08-06,41
2467,A,4160,2019-08-07,37
2468,A,4160,2019-08-08,49
2469,A,4160,2019-08-09,57
2470,A,4160,2019-08-10,83
2471,A,4160,2019-08-11,31
2472,A,4160,2019-08-12,20
2473,A,4160,2019-08-13,28
2474,A,4160,2019-08-14,22
2475,A,4160,2019-08-15,35
2476,A,4160,2019-08-16,53
2477,A,4160,2019-08-17,64
2478,A,4160,2019-08-18,62
2479,A,4160,2019-08-19,13
2480,A,4160,2019-08-20,45
2481,A,4160,2019-08-21,73
2482,A,4160,2019-08-22,45
2483,A,4160,2019-08-23,24
2484,A,4160,2019-08-24,37
2485,A,4160,2019-08-25,16
2486,A,4160,2019-08-26,17
2487,A,4160,2019-08-27,23
2488,A,4160,2019-08-28,23
2489,A,4160,2019-08-29,48
2490,A,4160,2019-08-30,40
2491,A,4160,2019-08-31,33
2492,A,4160,2019-09-01,12
2493,A,4160,2019-09-02,35
2494,A,4160,2019-09-03,47
2495,A,4160,2019-09-04,29
2496,A,4160,2019-09-05,43
2497,A,4160,2019-09-06,44
2498,A,4160,2019-09-07,37
2499,A,4160,2019-09-08,25
2500,A,4160,2019-09-09,17
2501,A,4160,2019-09-10,40
2502,A,4160,2019-09-11,26
2503,A,4160,2019-09-12,23
2504,A,4160,2019-09-13,29
2505,A,4160,2019-09-14,20
2506,A,4160,2019-09-15,18
2507,A,4160,2019-09-16,4
2508,A,4160,2019-09-17,16
2509,A,4160,2019-09-18,22
2510,A,4160,2019-09-19,1
2511,A,4160,2019-09-20,30
2512,A,4160,2019-09-21,20
2513,A,4160,2019-09-22,26
2514,A,4160,2019-09-23,27
2515,A,4160,2019-09-24,24
2516,A,4160,2019-09-25,8
2517,A,4160,2019-09-26,15
2518,A,4160,2019-09-27,16
2519,A,4160,2019-09-28,35
2520,A,4160,2019-09-29,17
2521,A,4160,2019-09-30,20
2522,A,4160,2019-10-01,21
2523,A,4160,2019-10-02,29
2524,A,4160,2019-10-03,33
2525,A,4160,2019-10-04,27
2526,A,4160,2019-10-05,38
2527,A,4160,2019-10-06,30
2528,A,4160,2019-10-12,18
2529,A,4160,2019-10-13,27
2530,A,4160,2019-10-15,11
2531,A,4160,2019-10-16,11
2532,A,4160,2019-10-17,22
2533,A,4160,2019-10-18,26
2534,A,4160,2019-10-19,38
2535,A,4160,2019-10-20,26
2536,A,4160,2019-10-21,26
2537,A,4160,2019-10-22,19
2538,A,4160,2019-10-23,14
2539,A,4160,2019-10-24,8
2540,A,4160,2019-10-25,3
2541,A,4160,2019-10-26,21
2542,A,4160,2019-10-27,10
2543,A,4160,2019-10-31,1
2544,A,4160,2019-11-01,13
2545,A,4160,2019-11-02,55
2546,A,4160,2019-11-03,34
2547,A,4160,2019-11-04,21
2548,A,4160,2019-11-05,9
2549,A,4160,2019-11-06,32
2550,A,4160,2019-11-07,58
2551,A,4160,2019-11-08,56
2552,A,4160,2019-11-09,123
2553,A,4160,2019-11-10,48
2554,A,4160,2019-11-11,23
2555,A,4160,2019-11-12,6
2556,A,4160,2019-11-13,38
2557,A,4160,2019-11-14,61
2558,A,4160,2019-11-15,120
2559,A,4160,2019-11-16,147
2560,A,4160,2019-11-17,48
2561,A,4160,2019-11-18,4
2562,A,4160,2019-11-19,59
2563,A,4160,2019-11-20,46
2564,A,4160,2019-11-21,48
2565,A,4160,2019-11-22,54
2566,A,4160,2019-11-23,142
2567,A,4160,2019-11-24,58
2568,A,4160,2019-11-25,32
2569,A,4160,2019-11-26,5
2570,A,4160,2019-11-27,59
2571,A,4160,2019-11-28,42
2572,A,4160,2019-11-29,53
2573,A,4160,2019-11-30,67
2574,A,4160,2019-12-01,67
2575,A,4160,2019-12-02,35
2576,A,4160,2019-12-09,15
2577,A,4160,2019-12-10,89
2578,A,4160,2019-12-11,42
2579,A,4160,2019-12-12,71
2580,A,4160,2019-12-13,72
2581,A,4160,2019-12-14,154
2582,A,4160,2019-12-15,74
2583,A,4160,2019-12-16,25
2584,A,4160,2019-12-17,24
2585,A,4160,2019-12-18,43
2586,A,4160,2019-12-19,81
2587,A,4160,2019-12-20,107
2588,A,4160,2019-12-21,108
2589,A,4160,2019-12-22,56
2590,A,4160,2019-12-23,67
2591,A,4160,2019-12-24,27
2592,A,4160,2019-12-25,96
2593,A,4160,2019-12-26,141
2594,A,4160,2019-12-27,94
2595,A,4160,2019-12-28,94
2596,A,4160,2019-12-29,124
2597,A,4160,2019-12-30,89
2598,A,4160,2019-12-31,38
2599,A,4160,2020-01-02,58
2600,A,4160,2020-01-03,78
2601,A,4160,2020-01-04,127
2602,A,4160,2020-01-05,88
2603,A,4160,2020-01-06,18
2604,A,4160,2020-01-07,44
2605,A,4160,2020-01-08,23
2606,A,4160,2020-01-09,86
2607,A,4160,2020-01-10,94
2608,A,4160,2020-01-11,150
2609,A,4160,2020-01-12,85
2610,A,4160,2020-01-13,16
2611,A,4160,2020-01-14,17
2612,A,4160,2020-01-15,27
2613,A,4160,2020-01-16,40
2614,A,4160,2020-01-17,71
2615,A,4160,2020-01-18,116
2616,A,4160,2020-01-19,108
2617,A,4160,2020-01-20,12
2618,A,4160,2020-01-21,47
2619,A,4160,2020-01-22,45
2620,A,4160,2020-01-23,45
2621,A,4160,2020-01-24,80
2622,A,4160,2020-01-25,120
2623,A,4160,2020-01-26,67
2624,A,4160,2020-01-27,49
2625,A,4160,2020-01-28,37
2626,A,4160,2020-01-29,36
2627,A,4160,2020-01-30,31
2628,A,4160,2020-01-31,113
2629,A,4160,2020-02-01,79
2630,A,4160,2020-02-02,79
2631,A,4160,2020-02-03,62
2632,A,4160,2020-02-04,37
2633,A,4160,2020-02-05,29
2634,A,4160,2020-02-06,30
2635,A,4160,2020-02-07,27
2636,A,4160,2020-02-08,80
2637,A,4160,2020-02-09,18
2638,A,4160,2020-02-10,40
2639,A,4160,2020-02-11,48
2640,A,4160,2020-02-12,23
2641,A,4160,2020-02-13,35
2642,A,4160,2020-02-14,56
2643,A,4160,2020-02-15,83
2644,A,4160,2020-02-16,59
2645,A,4160,2020-02-17,61
2646,A,4160,2020-02-18,58
2647,A,4160,2020-02-19,47
2648,A,4160,2020-02-20,35
2649,A,4160,2020-02-21,83
2650,A,4160,2020-02-22,122
2651,A,4160,2020-02-23,94
2652,A,4160,2020-02-24,81
2653,A,4160,2020-02-25,51
2654,A,4160,2020-02-26,27
2655,A,4160,2020-02-27,39
2656,A,4160,2020-02-28,56
2657,A,4160,2020-02-29,68
2658,A,4160,2020-03-01,70
2659,A,4160,2020-03-02,54
2660,A,4160,2020-03-03,26
2661,A,4160,2020-03-04,43
2662,A,4160,2020-03-05,74
2663,A,4160,2020-03-06,104
2664,A,4160,2020-03-07,141
2665,A,4160,2020-03-08,51
2666,A,4160,2020-03-09,23
2667,A,4160,2020-03-10,23
2668,A,4160,2020-03-11,32
2669,A,4160,2020-03-12,17
2670,A,4160,2020-03-13,24
2671,A,4160,2020-03-14,26
2672,A,4160,2020-03-15,7
2673,A,4160,2020-03-16,6
2674,A,4160,2020-03-17,3
2675,A,4160,2020-03-18,6
2676,A,4160,2020-03-20,5
2677,A,4160,2020-04-16,3
2678,A,5373,2017-07-28,7
2679,A,5373,2017-08-02,22
2680,A,5373,2017-08-07,47
2681,A,5373,2017-08-10,4
2682,A,5373,2017-08-14,4
2683,A,5373,2017-08-15,9
2684,A,5373,2017-08-16,9
2685,A,5373,2017-08-17,13
2686,A,5373,2017-08-18,27
2687,A,5373,2017-08-19,206
2688,A,5373,2017-08-21,13
2689,A,5373,2017-08-22,1
2690,A,5373,2017-08-23,10
2691,A,5373,2017-08-24,4
2692,A,5373,2017-08-26,160
2693,A,5373,2017-08-27,67
2694,A,5373,2017-08-28,22
2695,A,5373,2017-08-29,29
2696,A,5373,2017-08-30,14
2697,A,5373,2017-08-31,11
2698,A,5373,2017-09-01,2
2699,A,5373,2017-09-02,255
2700,A,5373,2017-09-04,10
2701,A,5373,2017-09-05,10
2702,A,5373,2017-09-06,39
2703,A,5373,2017-09-07,15
2704,A,5373,2017-09-08,4
2705,A,5373,2017-09-09,545
2706,A,5373,2017-09-11,26
2707,A,5373,2017-09-12,4
2708,A,5373,2017-09-13,8
2709,A,5373,2017-09-14,8
2710,A,5373,2017-09-15,2
2711,A,5373,2017-09-16,413
2712,A,5373,2017-09-18,13
2713,A,5373,2017-09-19,17
2714,A,5373,2017-09-20,23
2715,A,5373,2017-09-21,8
2716,A,5373,2017-09-22,2
2717,A,5373,2017-09-23,305
2718,A,5373,2017-09-25,17
2719,A,5373,2017-09-26,20
2720,A,5373,2017-09-27,19
2721,A,5373,2017-09-28,10
2722,A,5373,2017-09-30,398
2723,A,5373,2017-10-02,19
2724,A,5373,2017-10-03,14
2725,A,5373,2017-10-04,17
2726,A,5373,2017-10-05,14
2727,A,5373,2017-10-06,3
2728,A,5373,2017-10-07,428
2729,A,5373,2017-10-08,9
2730,A,5373,2017-10-09,18
2731,A,5373,2017-10-10,14
2732,A,5373,2017-10-11,24
2733,A,5373,2017-10-12,13
2734,A,5373,2017-10-14,335
2735,A,5373,2017-10-16,11
2736,A,5373,2017-10-18,1
2737,A,5373,2017-10-19,2
2738,A,5373,2017-10-21,5
2739,A,5373,2017-10-23,24
2740,A,5373,2017-10-24,38
2741,A,5373,2017-10-25,16
2742,A,5373,2017-10-26,14
2743,A,5373,2017-10-27,21
2744,A,5373,2017-10-28,83
2745,A,5373,2017-10-30,12
2746,A,5373,2017-10-31,40
2747,A,5373,2017-11-01,16
2748,A,5373,2017-11-02,14
2749,A,5373,2017-11-04,348
2750,A,5373,2017-11-06,12
2751,A,5373,2017-11-07,14
2752,A,5373,2017-11-08,20
2753,A,5373,2017-11-09,16
2754,A,5373,2017-11-10,8
2755,A,5373,2017-11-11,264
2756,A,5373,2017-11-13,18
2757,A,5373,2017-11-14,22
2758,A,5373,2017-11-15,29
2759,A,5373,2017-11-16,20
2760,A,5373,2017-11-17,9
2761,A,5373,2017-11-18,464
2762,A,5373,2017-11-19,21
2763,A,5373,2017-11-20,14
2764,A,5373,2017-11-21,10
2765,A,5373,2017-11-22,38
2766,A,5373,2017-11-23,17
2767,A,5373,2017-11-24,1
2768,A,5373,2017-11-25,422
2769,A,5373,2017-11-26,2
2770,A,5373,2017-11-27,18
2771,A,5373,2017-11-28,10
2772,A,5373,2017-11-29,9
2773,A,5373,2017-11-30,14
2774,A,5373,2017-12-01,9
2775,A,5373,2017-12-02,295
2776,A,5373,2017-12-04,25
2777,A,5373,2017-12-05,15
2778,A,5373,2017-12-06,23
2779,A,5373,2017-12-07,12
2780,A,5373,2017-12-09,343
2781,A,5373,2017-12-11,13
2782,A,5373,2017-12-12,28
2783,A,5373,2017-12-13,17
2784,A,5373,2017-12-14,9
2785,A,5373,2017-12-15,6
2786,A,5373,2017-12-16,450
2787,A,5373,2017-12-18,22
2788,A,5373,2017-12-19,128
2789,A,5373,2017-12-20,17
2790,A,5373,2017-12-23,84
2791,A,5373,2017-12-27,1
2792,A,5373,2018-01-02,13
2793,A,5373,2018-01-03,6
2794,A,5373,2018-01-04,26
2795,A,5373,2018-01-06,326
2796,A,5373,2018-01-08,19
2797,A,5373,2018-01-09,14
2798,A,5373,2018-01-10,14
2799,A,5373,2018-01-11,13
2800,A,5373,2018-01-12,83
2801,A,5373,2018-01-13,552
2802,A,5373,2018-01-14,5
2803,A,5373,2018-01-15,17
2804,A,5373,2018-01-16,19
2805,A,5373,2018-01-17,24
2806,A,5373,2018-01-18,15
2807,A,5373,2018-01-20,273
2808,A,5373,2018-01-21,1
2809,A,5373,2018-01-22,9
2810,A,5373,2018-01-23,18
2811,A,5373,2018-01-24,15
2812,A,5373,2018-01-25,13
2813,A,5373,2018-01-26,88
2814,A,5373,2018-01-27,316
2815,A,5373,2018-01-29,9
2816,A,5373,2018-01-30,11
2817,A,5373,2018-01-31,12
2818,A,5373,2018-02-01,14
2819,A,5373,2018-02-02,10
2820,A,5373,2018-02-03,478
2821,A,5373,2018-02-05,15
2822,A,5373,2018-02-06,10
2823,A,5373,2018-02-07,31
2824,A,5373,2018-02-08,8
2825,A,5373,2018-02-09,1
2826,A,5373,2018-02-10,397
2827,A,5373,2018-02-12,19
2828,A,5373,2018-02-13,9
2829,A,5373,2018-02-14,28
2830,A,5373,2018-02-15,12
2831,A,5373,2018-02-16,11
2832,A,5373,2018-02-17,372
2833,A,5373,2018-02-19,20
2834,A,5373,2018-02-20,3
2835,A,5373,2018-02-21,10
2836,A,5373,2018-02-23,4
2837,A,5373,2018-02-26,7
2838,A,5373,2018-02-27,7
2839,A,5373,2018-02-28,3
2840,A,5373,2018-03-01,4
2841,A,5373,2018-03-03,174
2842,A,5373,2018-03-05,16
2843,A,5373,2018-03-06,10
2844,A,5373,2018-03-07,14
2845,A,5373,2018-03-08,15
2846,A,5373,2018-03-09,10
2847,A,5373,2018-03-10,424
2848,A,5373,2018-03-12,19
2849,A,5373,2018-03-13,85
2850,A,5373,2018-03-14,26
2851,A,5373,2018-03-15,5
2852,A,5373,2018-03-17,8
2853,A,5373,2018-03-20,6
2854,A,5373,2018-03-21,15
2855,A,5373,2018-03-22,13
2856,A,5373,2018-03-24,95
2857,A,5373,2018-03-26,23
2858,A,5373,2018-03-27,3
2859,A,5373,2018-03-28,20
2860,A,5373,2018-03-29,14
2861,A,5373,2018-03-30,6
2862,A,5373,2018-03-31,365
2863,A,5373,2018-04-03,11
2864,A,5373,2018-04-04,21
2865,A,5373,2018-04-05,1
2866,A,5373,2018-04-06,2
2867,A,5373,2018-04-07,6
2868,A,5373,2018-04-09,23
2869,A,5373,2018-04-10,13
2870,A,5373,2018-04-11,17
2871,A,5373,2018-04-12,16
2872,A,5373,2018-04-13,4
2873,A,5373,2018-04-14,258
2874,A,5373,2018-04-15,9
2875,A,5373,2018-04-16,12
2876,A,5373,2018-04-17,13
2877,A,5373,2018-04-18,23
2878,A,5373,2018-04-19,7
2879,A,5373,2018-04-21,379
2880,A,5373,2018-04-22,6
2881,A,5373,2018-04-23,4
2882,A,5373,2018-04-24,11
2883,A,5373,2018-04-25,29
2884,A,5373,2018-04-26,6
2885,A,5373,2018-04-27,11
2886,A,5373,2018-04-28,97
2887,A,5373,2018-04-30,11
2888,A,5373,2018-05-03,10
2889,A,5373,2018-05-07,29
2890,A,5373,2018-05-09,22
2891,A,5373,2018-05-10,14
2892,A,5373,2018-05-12,201
2893,A,5373,2018-05-14,208
2894,A,5373,2018-05-15,152
2895,A,5373,2018-05-16,195
2896,A,5373,2018-05-17,14
2897,A,5373,2018-05-22,4
2898,A,5373,2018-05-23,25
2899,A,5373,2018-05-24,18
2900,A,5373,2018-05-26,508
2901,A,5373,2018-05-28,17
2902,A,5373,2018-05-29,4
2903,A,5373,2018-05-30,53
2904,A,5373,2018-05-31,13
2905,A,5373,2018-06-01,1
2906,A,5373,2018-06-02,498
2907,A,5373,2018-06-03,11
2908,A,5373,2018-06-04,10
2909,A,5373,2018-06-05,2
2910,A,5373,2018-06-06,17
2911,A,5373,2018-06-07,6
2912,A,5373,2018-06-09,3
2913,A,5373,2018-06-11,81
2914,A,5373,2018-06-12,31
2915,A,5373,2018-06-13,14
2916,A,5373,2018-06-15,11
2917,A,5373,2018-06-16,43
2918,A,5373,2018-06-19,17
2919,A,5373,2018-06-20,3
2920,A,5373,2018-06-27,5
2921,A,5373,2018-06-29,77
2922,A,5373,2018-07-02,7
2923,A,5373,2018-07-04,1
2924,A,5373,2018-07-05,2
2925,A,5373,2018-07-07,1
2926,A,5373,2018-07-09,5
2927,A,5373,2018-07-12,2
2928,A,5373,2018-07-15,2
2929,A,5373,2018-07-17,3
2930,A,5373,2018-07-30,1
2931,A,5373,2018-08-06,1
2932,A,5373,2018-08-09,10
2933,A,5373,2018-08-10,2
2934,A,5373,2018-08-13,2
2935,A,5373,2018-08-14,18
2936,A,5373,2018-08-16,26
2937,A,5373,2018-08-18,180
2938,A,5373,2018-08-20,3
2939,A,5373,2018-08-21,28
2940,A,5373,2018-08-22,9
2941,A,5373,2018-08-23,88
2942,A,5373,2018-08-24,13
2943,A,5373,2018-08-25,63
2944,A,5373,2018-08-27,6
2945,A,5373,2018-08-28,7
2946,A,5373,2018-08-29,6
2947,A,5373,2018-08-30,25
2948,A,5373,2018-08-31,7
2949,A,5373,2018-09-01,774
2950,A,5373,2018-09-02,103
2951,A,5373,2018-09-03,14
2952,A,5373,2018-09-04,17
2953,A,5373,2018-09-05,28
2954,A,5373,2018-09-06,20
2955,A,5373,2018-09-07,16
2956,A,5373,2018-09-08,394
2957,A,5373,2018-09-10,16
2958,A,5373,2018-09-11,29
2959,A,5373,2018-09-12,5
2960,A,5373,2018-09-13,22
2961,A,5373,2018-09-14,1
2962,A,5373,2018-09-15,228
2963,A,5373,2018-09-17,2
2964,A,5373,2018-09-18,18
2965,A,5373,2018-09-19,36
2966,A,5373,2018-09-20,26
2967,A,5373,2018-09-21,51
2968,A,5373,2018-09-22,472
2969,A,5373,2018-09-23,19
2970,A,5373,2018-09-24,18
2971,A,5373,2018-09-25,9
2972,A,5373,2018-09-26,27
2973,A,5373,2018-09-27,20
2974,A,5373,2018-09-28,8
2975,A,5373,2018-09-29,395
2976,A,5373,2018-10-01,18
2977,A,5373,2018-10-02,9
2978,A,5373,2018-10-03,14
2979,A,5373,2018-10-04,27
2980,A,5373,2018-10-05,3
2981,A,5373,2018-10-06,298
2982,A,5373,2018-10-08,22
2983,A,5373,2018-10-09,43
2984,A,5373,2018-10-10,26
2985,A,5373,2018-10-11,19
2986,A,5373,2018-10-12,9
2987,A,5373,2018-10-13,548
2988,A,5373,2018-10-14,22
2989,A,5373,2018-10-15,16
2990,A,5373,2018-10-16,25
2991,A,5373,2018-10-17,14
2992,A,5373,2018-10-18,16
2993,A,5373,2018-10-19,1
2994,A,5373,2018-10-20,272
2995,A,5373,2018-10-22,5
2996,A,5373,2018-10-23,19
2997,A,5373,2018-10-24,3
2998,A,5373,2018-10-25,16
2999,A,5373,2018-10-27,74
3000,A,5373,2018-10-29,11
3001,A,5373,2018-10-30,1
3002,A,5373,2018-10-31,15
3003,A,5373,2018-11-01,6
3004,A,5373,2018-11-04,47
3005,A,5373,2018-11-05,18
3006,A,5373,2018-11-06,12
3007,A,5373,2018-11-07,15
3008,A,5373,2018-11-08,15
3009,A,5373,2018-11-09,4
3010,A,5373,2018-11-10,381
3011,A,5373,2018-11-12,7
3012,A,5373,2018-11-13,15
3013,A,5373,2018-11-14,24
3014,A,5373,2018-11-15,13
3015,A,5373,2018-11-16,53
3016,A,5373,2018-11-17,179
3017,A,5373,2018-11-19,14
3018,A,5373,2018-11-20,12
3019,A,5373,2018-11-21,29
3020,A,5373,2018-11-22,23
3021,A,5373,2018-11-23,9
3022,A,5373,2018-11-24,308
3023,A,5373,2018-11-26,35
3024,A,5373,2018-11-27,13
3025,A,5373,2018-11-28,4
3026,A,5373,2018-11-29,16
3027,A,5373,2018-11-30,11
3028,A,5373,2018-12-01,556
3029,A,5373,2018-12-02,9
3030,A,5373,2018-12-03,18
3031,A,5373,2018-12-04,16
3032,A,5373,2018-12-05,2
3033,A,5373,2018-12-06,21
3034,A,5373,2018-12-07,4
3035,A,5373,2018-12-08,491
3036,A,5373,2018-12-10,23
3037,A,5373,2018-12-11,13
3038,A,5373,2018-12-12,13
3039,A,5373,2018-12-13,11
3040,A,5373,2018-12-14,7
3041,A,5373,2018-12-15,238
3042,A,5373,2018-12-17,51
3043,A,5373,2018-12-18,1
3044,A,5373,2018-12-19,15
3045,A,5373,2018-12-20,3
3046,A,5373,2018-12-21,4
3047,A,5373,2018-12-22,32
3048,A,5373,2018-12-31,2
3049,A,5373,2019-01-03,7
3050,A,5373,2019-01-04,1
3051,A,5373,2019-01-05,46
3052,A,5373,2019-01-07,9
3053,A,5373,2019-01-08,14
3054,A,5373,2019-01-09,18
3055,A,5373,2019-01-10,19
3056,A,5373,2019-01-11,9
3057,A,5373,2019-01-12,310
3058,A,5373,2019-01-14,30
3059,A,5373,2019-01-15,18
3060,A,5373,2019-01-16,25
3061,A,5373,2019-01-17,18
3062,A,5373,2019-01-18,16
3063,A,5373,2019-01-19,507
3064,A,5373,2019-01-21,16
3065,A,5373,2019-01-22,22
3066,A,5373,2019-01-23,14
3067,A,5373,2019-01-24,22
3068,A,5373,2019-01-25,8
3069,A,5373,2019-01-26,277
3070,A,5373,2019-01-28,10
3071,A,5373,2019-01-29,25
3072,A,5373,2019-01-30,7
3073,A,5373,2019-01-31,30
3074,A,5373,2019-02-01,2
3075,A,5373,2019-02-02,544
3076,A,5373,2019-02-04,15
3077,A,5373,2019-02-05,12
3078,A,5373,2019-02-06,20
3079,A,5373,2019-02-07,21
3080,A,5373,2019-02-08,10
3081,A,5373,2019-02-09,291
3082,A,5373,2019-02-11,6
3083,A,5373,2019-02-12,11
3084,A,5373,2019-02-13,16
3085,A,5373,2019-02-14,12
3086,A,5373,2019-02-15,27
3087,A,5373,2019-02-16,258
3088,A,5373,2019-02-18,4
3089,A,5373,2019-02-19,2
3090,A,5373,2019-02-20,14
3091,A,5373,2019-02-22,21
3092,A,5373,2019-02-23,15
3093,A,5373,2019-02-25,27
3094,A,5373,2019-02-26,14
3095,A,5373,2019-02-27,3
3096,A,5373,2019-02-28,13
3097,A,5373,2019-03-02,25
3098,A,5373,2019-03-04,22
3099,A,5373,2019-03-05,20
3100,A,5373,2019-03-06,15
3101,A,5373,2019-03-07,18
3102,A,5373,2019-03-08,10
3103,A,5373,2019-03-09,478
3104,A,5373,2019-03-11,6
3105,A,5373,2019-03-12,15
3106,A,5373,2019-03-13,21
3107,A,5373,2019-03-14,22
3108,A,5373,2019-03-15,5
3109,A,5373,2019-03-16,526
3110,A,5373,2019-03-18,8
3111,A,5373,2019-03-19,16
3112,A,5373,2019-03-20,2
3113,A,5373,2019-03-21,42
3114,A,5373,2019-03-22,5
3115,A,5373,2019-03-23,203
3116,A,5373,2019-03-25,16
3117,A,5373,2019-03-26,14
3118,A,5373,2019-03-27,15
3119,A,5373,2019-03-28,26
3120,A,5373,2019-03-29,7
3121,A,5373,2019-03-30,548
3122,A,5373,2019-03-31,8
3123,A,5373,2019-04-01,19
3124,A,5373,2019-04-02,10
3125,A,5373,2019-04-03,27
3126,A,5373,2019-04-04,2
3127,A,5373,2019-04-05,22
3128,A,5373,2019-04-06,191
3129,A,5373,2019-04-08,21
3130,A,5373,2019-04-09,23
3131,A,5373,2019-04-10,19
3132,A,5373,2019-04-11,69
3133,A,5373,2019-04-12,9
3134,A,5373,2019-04-13,19
3135,A,5373,2019-04-15,14
3136,A,5373,2019-04-16,9
3137,A,5373,2019-04-17,12
3138,A,5373,2019-04-18,22
3139,A,5373,2019-04-19,3
3140,A,5373,2019-04-20,421
3141,A,5373,2019-04-22,6
3142,A,5373,2019-04-23,4
3143,A,5373,2019-04-24,4
3144,A,5373,2019-04-25,2
3145,A,5373,2019-04-29,12
3146,A,5373,2019-04-30,25
3147,A,5373,2019-05-01,53
3148,A,5373,2019-05-02,12
3149,A,5373,2019-05-03,10
3150,A,5373,2019-05-06,38
3151,A,5373,2019-05-07,29
3152,A,5373,2019-05-08,8
3153,A,5373,2019-05-09,20
3154,A,5373,2019-05-10,14
3155,A,5373,2019-05-11,285
3156,A,5373,2019-05-13,214
3157,A,5373,2019-05-14,225
3158,A,5373,2019-05-15,157
3159,A,5373,2019-05-16,12
3160,A,5373,2019-05-17,10
3161,A,5373,2019-05-18,244
3162,A,5373,2019-05-20,10
3163,A,5373,2019-05-21,26
3164,A,5373,2019-05-22,31
3165,A,5373,2019-05-23,21
3166,A,5373,2019-05-24,13
3167,A,5373,2019-05-25,407
3168,A,5373,2019-05-27,63
3169,A,5373,2019-05-28,26
3170,A,5373,2019-05-29,21
3171,A,5373,2019-05-31,3
3172,A,5373,2019-06-01,495
3173,A,5373,2019-06-02,42
3174,A,5373,2019-06-03,24
3175,A,5373,2019-06-05,5
3176,A,5373,2019-06-06,8
3177,A,5373,2019-06-08,9
3178,A,5373,2019-06-11,8
3179,A,5373,2019-06-12,28
3180,A,5373,2019-06-13,22
3181,A,5373,2019-06-14,4
3182,A,5373,2019-06-15,609
3183,A,5373,2019-06-16,19
3184,A,5373,2019-06-17,7
3185,A,5373,2019-06-18,2
3186,A,5373,2019-06-19,15
3187,A,5373,2019-06-20,4
3188,A,5373,2019-06-21,9
3189,A,5373,2019-06-22,9
3190,A,5373,2019-06-24,5
3191,A,5373,2019-06-25,2
3192,A,5373,2019-06-26,3
3193,A,5373,2019-06-28,42
3194,A,5373,2019-06-29,1
3195,A,5373,2019-07-01,1
3196,A,5373,2019-07-08,5
3197,A,5373,2019-07-09,1
3198,A,5373,2019-07-22,1
3199,A,5373,2019-07-29,1
3200,A,5373,2019-08-10,22
3201,A,5373,2019-08-13,18
3202,A,5373,2019-08-15,26
3203,A,5373,2019-08-17,69
3204,A,5373,2019-08-19,12
3205,A,5373,2019-08-20,82
3206,A,5373,2019-08-22,19
3207,A,5373,2019-08-23,2
3208,A,5373,2019-08-24,57
3209,A,5373,2019-08-26,14
3210,A,5373,2019-08-27,3
3211,A,5373,2019-08-28,10
3212,A,5373,2019-08-29,33
3213,A,5373,2019-08-30,5
3214,A,5373,2019-08-31,694
3215,A,5373,2019-09-01,15
3216,A,5373,2019-09-02,13
3217,A,5373,2019-09-03,11
3218,A,5373,2019-09-04,21
3219,A,5373,2019-09-05,26
3220,A,5373,2019-09-07,282
3221,A,5373,2019-09-09,17
3222,A,5373,2019-09-10,15
3223,A,5373,2019-09-11,14
3224,A,5373,2019-09-12,22
3225,A,5373,2019-09-13,6
3226,A,5373,2019-09-14,518
3227,A,5373,2019-09-16,20
3228,A,5373,2019-09-17,25
3229,A,5373,2019-09-18,19
3230,A,5373,2019-09-19,21
3231,A,5373,2019-09-21,332
3232,A,5373,2019-09-22,13
3233,A,5373,2019-09-23,17
3234,A,5373,2019-09-24,17
3235,A,5373,2019-09-25,7
3236,A,5373,2019-09-26,21
3237,A,5373,2019-09-28,210
3238,A,5373,2019-09-30,22
3239,A,5373,2019-10-01,14
3240,A,5373,2019-10-02,14
3241,A,5373,2019-10-03,12
3242,A,5373,2019-10-04,9
3243,A,5373,2019-10-05,483
3244,A,5373,2019-10-07,21
3245,A,5373,2019-10-08,20
3246,A,5373,2019-10-09,17
3247,A,5373,2019-10-10,15
3248,A,5373,2019-10-11,5
3249,A,5373,2019-10-12,420
3250,A,5373,2019-10-13,32
3251,A,5373,2019-10-14,17
3252,A,5373,2019-10-15,33
3253,A,5373,2019-10-16,3
3254,A,5373,2019-10-17,23
3255,A,5373,2019-10-19,169
3256,A,5373,2019-10-21,16
3257,A,5373,2019-10-22,22
3258,A,5373,2019-10-24,11
3259,A,5373,2019-10-25,7
3260,A,5373,2019-10-26,282
3261,A,5373,2019-10-28,20
3262,A,5373,2019-10-30,6
3263,A,5373,2019-10-31,16
3264,A,5373,2019-11-02,65
3265,A,5373,2019-11-04,22
3266,A,5373,2019-11-05,20
3267,A,5373,2019-11-06,26
3268,A,5373,2019-11-07,10
3269,A,5373,2019-11-08,41
3270,A,5373,2019-11-09,336
3271,A,5373,2019-11-11,17
3272,A,5373,2019-11-12,10
3273,A,5373,2019-11-13,14
3274,A,5373,2019-11-14,24
3275,A,5373,2019-11-16,349
3276,A,5373,2019-11-18,17
3277,A,5373,2019-11-19,20
